VSF,Count
229.58,2
229.69,2
229.7,2
229.73,2
229.79,2
229.84,2
229.87,2
229.91,2
229.92,2
229.93,2
229.94,2
229.96,2
2290.32,2
2290.73,2
2290.95,2
2291.07,2
2291.3,2
2291.42,2
2291.65,2
2291.72,2
2291.8,2
2291.98,2
2292.21,2
2292.79,2
2293.34,2
2293.36,2
2293.6,2
2294.01,2
2294.35,2
2294.72,2
2294.82,2
2295.26,2
2295.99,2
2296.35,2
2296.45,2
2296.57,2
2297.13,2
2297.42,2
2298.06,2
2299.09,2
2299.38,2
2299.56,2
2299.79,2
2299.98,2
230.01,2
230.05,2
230.06,2
230.16,2
230.17,2
230.31,2
230.32,2
230.37,2
230.42,2
230.46,2
230.48,2
230.56,2
230.59,2
230.62,2
230.64,2
230.67,2
230.68,2
230.69,2
230.7,2
230.73,2
230.79,2
230.82,2
230.89,2
230.98,2
2301.33,2
2301.39,2
2301.47,2
2301.67,2
2301.71,2
2301.79,2
2301.96,2
2303.13,2
2303.6,2
2303.91,2
2304.41,2
2304.47,2
2304.51,2
2304.63,2
2304.68,2
2304.69,2
2304.79,2
2304.8,2
2305.01,2
2305.17,2
2305.2,2
2305.45,2
2305.61,2
2305.78,2
2306.18,2
2306.21,2
2306.24,2
2306.32,2
2306.48,2
2306.74,2
2307.32,2
2307.38,2
2307.84,2
2308.41,2
2309.33,2
2309.98,2
231.02,2
231.05,2
231.07,2
231.09,2
231.12,2
231.15,2
231.18,2
231.3,2
231.37,2
231.4,2
231.45,2
231.55,2
231.57,2
231.58,2
231.59,2
231.6,2
231.62,2
231.65,2
231.66,2
231.71,2
231.76,2
231.78,2
231.82,2
2310.25,2
2310.45,2
2310.65,2
2310.73,2
2311.16,2
2311.23,2
2311.31,2
2311.8,2
2311.89,2
2311.97,2
2312.01,2
2312.3,2
2312.44,2
2312.49,2
2313.04,2
2313.08,2
2313.16,2
2313.6,2
2313.9,2
2314.28,2
2314.38,2
2314.42,2
2314.85,2
2314.97,2
2315.43,2
2315.61,2
2315.62,2
2316.19,2
2316.21,2
2316.7,2
2317.4,2
2317.42,2
2317.52,2
2318.12,2
2318.74,2
2318.8,2
2318.86,2
2318.9,2
2319.07,2
2319.28,2
2319.39,2
2319.45,2
232.03,2
232.07,2
232.11,2
232.16,2
232.19,2
232.2,2
232.26,2
232.28,2
232.33,2
232.39,2
232.4,2
232.41,2
232.42,2
232.53,2
232.55,2
232.62,2
232.64,2
232.65,2
232.69,2
232.71,2
232.76,2
232.77,2
232.8,2
232.85,2
232.87,2
232.94,2
232.95,2
232.96,2
2320.46,2
2320.51,2
2320.77,2
2321.12,2
2321.2,2
2321.25,2
2321.41,2
2321.53,2
2321.72,2
2321.95,2
2322.03,2
2322.22,2
2322.4,2
2322.91,2
2323.01,2
2323.38,2
2323.54,2
2323.91,2
2323.98,2
2324.11,2
2324.12,2
2324.18,2
2324.39,2
2324.49,2
2324.57,2
2324.68,2
2324.98,2
2325.05,2
2325.26,2
2325.86,2
2326.31,2
2326.7,2
2327.08,2
2327.17,2
2327.42,2
2327.48,2
2327.57,2
2327.8,2
2328.03,2
2328.5,2
2328.54,2
2329.56,2
2329.91,2
233.02,2
233.03,2
233.06,2
233.07,2
233.08,2
233.13,2
233.15,2
233.2,2
233.23,2
233.24,2
233.25,2
233.28,2
233.29,2
233.36,2
233.4,2
233.41,2
233.45,2
233.47,2
233.49,2
233.52,2
233.57,2
233.58,2
233.59,2
233.6,2
233.67,2
233.68,2
233.69,2
233.7,2
233.75,2
233.82,2
233.84,2
233.88,2
233.9,2
233.95,2
2330.52,2
2330.71,2
2331.06,2
2331.08,2
2331.11,2
2331.65,2
2332.25,2
2332.34,2
2332.39,2
2332.81,2
2333.54,2
2333.63,2
2333.99,2
2334.34,2
2334.86,2
2334.99,2
2335.03,2
2335.19,2
2335.49,2
2335.78,2
2335.86,2
2336.26,2
2336.35,2
2336.47,2
2336.48,2
2337.08,2
2337.14,2
2337.16,2
2337.27,2
2337.44,2
2337.67,2
2337.76,2
2338.08,2
2338.29,2
2338.32,2
2338.69,2
2338.78,2
2338.91,2
2339.08,2
2339.22,2
2339.36,2
2339.63,2
2339.84,2
234.05,2
234.21,2
234.23,2
234.26,2
234.28,2
234.33,2
234.35,2
234.39,2
234.43,2
234.44,2
234.5,2
234.54,2
234.6,2
234.62,2
234.67,2
234.77,2
234.82,2
234.85,2
234.86,2
234.88,2
234.89,2
2340.22,2
2340.44,2
2340.63,2
2340.71,2
2340.91,2
2341.09,2
2342.22,2
2342.28,2
2343.9,2
2343.95,2
2344.19,2
2344.67,2
2345.46,2
2345.81,2
2346.5,2
2346.67,2
2346.68,2
2347.29,2
2347.48,2
2347.92,2
2348.04,2
2348.17,2
2348.24,2
2348.44,2
2348.72,2
2348.73,2
2349.6,2
235,2
235.05,2
235.07,2
235.11,2
235.12,2
235.15,2
235.21,2
235.22,2
235.26,2
235.31,2
235.36,2
235.38,2
235.41,2
235.42,2
235.43,2
235.69,2
235.74,2
235.75,2
235.78,2
235.82,2
235.84,2
235.85,2
235.92,2
235.94,2
2350.18,2
2350.72,2
2351.31,2
2351.56,2
2351.81,2
2351.98,2
2352.28,2
2352.46,2
2352.53,2
2352.85,2
2353.21,2
2353.28,2
2353.34,2
2353.7,2
2353.9,2
2354.01,2
2354.27,2
2354.31,2
2354.51,2
2354.66,2
2355.02,2
2355.18,2
2356.03,2
2357.41,2
2357.89,2
2357.96,2
2357.99,2
2358.36,2
2358.83,2
2359.3,2
2359.42,2
2359.64,2
236.01,2
236.02,2
236.03,2
236.07,2
236.12,2
236.14,2
236.16,2
236.23,2
236.24,2
236.28,2
236.3,2
236.32,2
236.36,2
236.37,2
236.38,2
236.4,2
236.41,2
236.42,2
236.43,2
236.5,2
236.52,2
236.57,2
236.61,2
236.78,2
236.79,2
236.81,2
236.9,2
236.93,2
2360.06,2
2360.96,2
2361.08,2
2361.4,2
2362.26,2
2362.63,2
2362.64,2
2362.99,2
2363.14,2
2363.22,2
2363.3,2
2363.42,2
2363.48,2
2363.75,2
2363.82,2
2363.99,2
2364.71,2
2364.88,2
2365.08,2
2366.46,2
2366.65,2
2367.12,2
2367.16,2
2367.28,2
2368.11,2
2368.42,2
2368.54,2
2368.94,2
2369.22,2
2369.69,2
237.03,2
237.2,2
237.21,2
237.24,2
237.26,2
237.3,2
237.31,2
237.32,2
237.33,2
237.34,2
237.38,2
237.39,2
237.4,2
237.43,2
237.44,2
237.48,2
237.51,2
237.58,2
237.63,2
237.69,2
237.73,2
237.75,2
237.81,2
237.87,2
237.88,2
237.91,2
237.92,2
237.94,2
2370.34,2
2370.48,2
2371.18,2
2371.46,2
2372.4,2
2372.56,2
2373.34,2
2373.37,2
2373.76,2
2375.44,2
2375.67,2
2375.71,2
2375.75,2
2376.01,2
2376.16,2
2376.28,2
2376.51,2
2376.71,2
2377.7,2
2378.01,2
2378.05,2
2378.21,2
2378.22,2
2378.94,2
2379.06,2
2379.17,2
2379.21,2
2379.34,2
2379.52,2
2379.6,2
2379.64,2
2379.9,2
238,2
238.03,2
238.05,2
238.12,2
238.16,2
238.19,2
238.21,2
238.23,2
238.3,2
238.34,2
238.37,2
238.4,2
238.43,2
238.46,2
238.47,2
238.48,2
238.54,2
238.57,2
238.59,2
238.61,2
238.62,2
238.66,2
238.69,2
238.72,2
238.75,2
238.76,2
238.77,2
238.83,2
238.84,2
238.85,2
238.88,2
238.92,2
238.98,2
238.99,2
2380.58,2
2380.65,2
2381.24,2
2381.36,2
2381.87,2
2382.11,2
2382.2,2
2382.26,2
2383.47,2
2383.56,2
2383.95,2
2384.01,2
2384.86,2
2385.36,2
2385.62,2
2386.08,2
2386.21,2
2386.57,2
2386.77,2
2387.05,2
2387.17,2
2387.36,2
2388.15,2
2388.28,2
2388.59,2
2388.62,2
2389.16,2
2389.2,2
2389.24,2
2389.52,2
2389.57,2
2389.64,2
2389.75,2
239.01,2
239.04,2
239.05,2
239.07,2
239.17,2
239.18,2
239.2,2
239.26,2
239.28,2
239.38,2
239.39,2
239.4,2
239.42,2
239.44,2
239.45,2
239.5,2
239.52,2
239.53,2
239.55,2
239.61,2
239.65,2
239.68,2
239.86,2
239.87,2
239.9,2
239.97,2
2390.27,2
2390.42,2
2391.08,2
2391.48,2
2392.24,2
2392.54,2
2392.56,2
2392.93,2
2393.06,2
2393.66,2
2393.69,2
2393.87,2
2394.03,2
2394.88,2
2395.59,2
2395.61,2
2395.96,2
2396.24,2
2396.34,2
2396.49,2
2397.27,2
2398,2
2398.04,2
2398.1,2
2398.49,2
2398.57,2
2398.87,2
2398.98,2
2399.81,2
2399.9,2
240.02,2
240.04,2
240.06,2
240.15,2
240.24,2
240.27,2
240.28,2
240.31,2
240.37,2
240.39,2
240.44,2
240.45,2
240.48,2
240.5,2
240.53,2
240.59,2
240.6,2
240.7,2
240.74,2
240.79,2
240.98,2
2400.86,2
2401.36,2
2402.32,2
2402.48,2
2402.94,2
2403.45,2
2403.86,2
2403.87,2
2404.08,2
2404.25,2
2404.5,2
2404.75,2
2404.95,2
2405.56,2
2405.71,2
2405.75,2
2406.44,2
2406.47,2
2406.6,2
2406.62,2
2406.67,2
2406.95,2
2406.98,2
2407.05,2
2408.43,2
2409.57,2
2409.63,2
2409.79,2
2409.89,2
241.01,2
241.08,2
241.12,2
241.2,2
241.23,2
241.29,2
241.3,2
241.33,2
241.35,2
241.48,2
241.49,2
241.54,2
241.75,2
241.78,2
241.86,2
241.91,2
241.92,2
241.94,2
2410.28,2
2410.56,2
2411.7,2
2412.79,2
2412.88,2
2413,2
2413.1,2
2413.13,2
2413.8,2
2413.84,2
2414.18,2
2414.2,2
2414.43,2
2414.85,2
2414.98,2
2415.58,2
2415.63,2
2415.96,2
2416.25,2
2416.42,2
2416.71,2
2416.81,2
2417,2
2417.07,2
2417.68,2
2417.7,2
2417.99,2
2418.37,2
2418.73,2
2419.58,2
2419.77,2
242.08,2
242.09,2
242.1,2
242.11,2
242.13,2
242.14,2
242.15,2
242.19,2
242.24,2
242.27,2
242.28,2
242.3,2
242.37,2
242.38,2
242.44,2
242.45,2
242.5,2
242.54,2
242.57,2
242.6,2
242.63,2
242.7,2
242.72,2
242.73,2
242.75,2
242.78,2
242.81,2
242.99,2
2420,2
2420.19,2
2420.45,2
2420.57,2
2420.74,2
2421.11,2
2421.25,2
2421.62,2
2421.71,2
2422.28,2
2422.39,2
2422.43,2
2423.36,2
2423.43,2
2423.47,2
2423.62,2
2423.99,2
2424.18,2
2424.22,2
2424.26,2
2425.14,2
2425.96,2
2426.11,2
2427.05,2
2427.16,2
2427.5,2
2427.69,2
2427.97,2
2428.22,2
2428.32,2
2428.67,2
2428.97,2
2429.11,2
2429.3,2
2429.45,2
2429.96,2
243.02,2
243.04,2
243.1,2
243.17,2
243.18,2
243.21,2
243.22,2
243.26,2
243.31,2
243.34,2
243.37,2
243.38,2
243.4,2
243.42,2
243.44,2
243.47,2
243.48,2
243.49,2
243.52,2
243.53,2
243.56,2
243.66,2
243.71,2
243.72,2
243.73,2
243.77,2
243.87,2
243.96,2
2430.4,2
2430.42,2
2431.56,2
2432.23,2
2433.6,2
2434.03,2
2434.3,2
2434.44,2
2434.59,2
2434.95,2
2434.98,2
2435.77,2
2436.18,2
2436.43,2
2436.65,2
2436.83,2
2437.27,2
2437.36,2
2437.41,2
2437.92,2
2438.07,2
2438.22,2
2438.25,2
2438.47,2
2438.74,2
2438.86,2
2439.14,2
2439.52,2
2439.83,2
244.04,2
244.15,2
244.17,2
244.21,2
244.22,2
244.24,2
244.26,2
244.32,2
244.39,2
244.44,2
244.46,2
244.47,2
244.5,2
244.51,2
244.55,2
244.61,2
244.72,2
244.75,2
244.77,2
244.81,2
244.9,2
244.91,2
244.94,2
244.96,2
2440.26,2
2440.73,2
2440.88,2
2441.1,2
2442.05,2
2442.28,2
2442.39,2
2442.41,2
2443.07,2
2443.16,2
2444.36,2
2444.78,2
2444.96,2
2445.77,2
2445.96,2
2446.08,2
2446.17,2
2446.31,2
2446.57,2
2446.65,2
2447.02,2
2448.38,2
2448.58,2
2448.77,2
2448.89,2
2448.92,2
2448.96,2
2449.03,2
2449.27,2
2449.62,2
245.01,2
245.05,2
245.13,2
245.22,2
245.23,2
245.24,2
245.25,2
245.3,2
245.34,2
245.41,2
245.43,2
245.45,2
245.48,2
245.51,2
245.52,2
245.53,2
245.56,2
245.64,2
245.66,2
245.69,2
245.7,2
245.72,2
245.73,2
245.77,2
245.8,2
245.81,2
245.82,2
245.86,2
245.87,2
245.98,2
2450.06,2
2451.28,2
2451.63,2
2451.85,2
2452.09,2
2452.2,2
2452.56,2
2452.69,2
2453.27,2
2453.75,2
2453.83,2
2454.02,2
2454.46,2
2454.49,2
2454.72,2
2455.15,2
2455.84,2
2456.34,2
2456.57,2
2457.51,2
2457.66,2
2457.73,2
2457.8,2
2458.15,2
2458.2,2
2458.39,2
2458.79,2
246.04,2
246.05,2
246.07,2
246.13,2
246.16,2
246.17,2
246.21,2
246.29,2
246.32,2
246.33,2
246.34,2
246.35,2
246.37,2
246.38,2
246.39,2
246.43,2
246.5,2
246.6,2
246.61,2
246.66,2
246.68,2
246.71,2
246.73,2
246.83,2
246.9,2
246.92,2
246.94,2
246.95,2
246.98,2
2460.67,2
2460.69,2
2461.24,2
2461.35,2
2461.74,2
2461.97,2
2462.03,2
2462.24,2
2462.54,2
2463.06,2
2463.07,2
2464.04,2
2464.29,2
2464.44,2
2464.84,2
2464.93,2
2464.98,2
2465.73,2
2465.76,2
2466.01,2
2466.27,2
2466.85,2
2467.09,2
2467.38,2
2467.39,2
2467.44,2
2467.67,2
2467.8,2
2468.01,2
2468.19,2
2468.36,2
2468.79,2
2469.42,2
2469.5,2
247.03,2
247.11,2
247.14,2
247.21,2
247.22,2
247.23,2
247.3,2
247.41,2
247.44,2
247.53,2
247.54,2
247.7,2
247.83,2
247.94,2
247.96,2
247.97,2
2470.2,2
2470.42,2
2470.5,2
2471.27,2
2471.28,2
2471.78,2
2471.82,2
2472.04,2
2472.13,2
2472.72,2
2472.81,2
2472.99,2
2473.22,2
2473.68,2
2473.77,2
2474.29,2
2474.34,2
2475.75,2
2476.1,2
2476.42,2
2476.52,2
2477.21,2
2477.28,2
2477.38,2
2477.55,2
2478.71,2
2478.73,2
2478.9,2
2478.96,2
2479.24,2
2479.43,2
2479.56,2
2479.67,2
2479.97,2
248.01,2
248.02,2
248.04,2
248.06,2
248.12,2
248.14,2
248.16,2
248.17,2
248.22,2
248.26,2
248.29,2
248.32,2
248.33,2
248.35,2
248.41,2
248.43,2
248.45,2
248.58,2
248.61,2
248.64,2
248.65,2
248.67,2
248.69,2
248.71,2
248.73,2
248.76,2
248.86,2
248.87,2
2480.48,2
2480.67,2
2480.84,2
2481.19,2
2481.34,2
2481.35,2
2482.13,2
2482.67,2
2482.98,2
2484.41,2
2484.8,2
2484.89,2
2484.9,2
2485.04,2
2485.33,2
2485.41,2
2485.66,2
2486.12,2
2486.62,2
2487.18,2
2487.55,2
2487.62,2
2488.35,2
2488.91,2
2489.58,2
2489.67,2
249.01,2
249.14,2
249.2,2
249.24,2
249.25,2
249.32,2
249.43,2
249.44,2
249.47,2
249.48,2
249.63,2
249.65,2
249.68,2
249.69,2
249.7,2
249.75,2
249.79,2
249.81,2
249.83,2
249.84,2
249.86,2
249.87,2
249.89,2
249.9,2
249.92,2
249.95,2
2490.12,2
2490.49,2
2491.21,2
2491.22,2
2491.62,2
2491.93,2
2493.68,2
2494.39,2
2494.42,2
2494.44,2
2494.65,2
2495.49,2
2495.83,2
2495.94,2
2496.14,2
2496.19,2
2496.65,2
2497.84,2
2498.65,2
2498.75,2
250.01,2
250.04,2
250.09,2
250.13,2
250.19,2
250.24,2
250.26,2
250.29,2
250.31,2
250.33,2
250.49,2
250.52,2
250.55,2
250.57,2
250.67,2
250.68,2
250.7,2
250.72,2
250.73,2
250.74,2
250.78,2
250.81,2
250.88,2
250.91,2
250.99,2
2500.38,2
2500.74,2
2501.58,2
2501.6,2
2501.85,2
2502.05,2
2502.69,2
2503.08,2
2503.19,2
2503.41,2
2503.86,2
2504.17,2
2504.51,2
2504.55,2
2505.39,2
2505.84,2
2505.89,2
2506.09,2
2507.26,2
2507.29,2
2508.13,2
2508.53,2
2508.56,2
2508.73,2
2509.44,2
2509.6,2
2509.78,2
2509.81,2
2509.96,2
251,2
251.01,2
251.05,2
251.06,2
251.07,2
251.11,2
251.16,2
251.23,2
251.3,2
251.31,2
251.42,2
251.47,2
251.48,2
251.52,2
251.53,2
251.55,2
251.61,2
251.62,2
251.65,2
251.66,2
251.67,2
251.74,2
251.89,2
251.91,2
251.94,2
251.96,2
2510.09,2
2510.51,2
2511.21,2
2511.26,2
2511.4,2
2511.48,2
2512.24,2
2512.75,2
2512.81,2
2513.6,2
2513.69,2
2514.32,2
2515.47,2
2515.85,2
2516.05,2
2516.18,2
2517.4,2
2518.45,2
2518.53,2
2518.62,2
2519.41,2
2519.82,2
2519.93,2
252.02,2
252.03,2
252.04,2
252.12,2
252.17,2
252.19,2
252.22,2
252.26,2
252.39,2
252.43,2
252.46,2
252.49,2
252.51,2
252.52,2
252.56,2
252.58,2
252.59,2
252.62,2
252.71,2
252.73,2
252.77,2
252.8,2
252.97,2
252.98,2
252.99,2
2520.25,2
2520.27,2
2520.29,2
2520.33,2
2520.42,2
2520.87,2
2520.9,2
2521.13,2
2521.14,2
2522.99,2
2523.15,2
2523.35,2
2523.67,2
2523.85,2
2524.08,2
2524.27,2
2524.47,2
2524.48,2
2524.82,2
2525.41,2
2525.45,2
2525.53,2
2526.01,2
2526.02,2
2526.04,2
2526.59,2
2528,2
2528.15,2
2529.57,2
253.01,2
253.04,2
253.08,2
253.13,2
253.16,2
253.18,2
253.19,2
253.25,2
253.28,2
253.29,2
253.32,2
253.34,2
253.37,2
253.38,2
253.39,2
253.43,2
253.49,2
253.51,2
253.52,2
253.53,2
253.54,2
253.57,2
253.58,2
253.63,2
253.65,2
253.67,2
253.69,2
253.76,2
253.77,2
253.83,2
253.84,2
253.85,2
253.92,2
253.96,2
253.97,2
253.98,2
2530.79,2
2530.86,2
2531.48,2
2532.36,2
2532.39,2
2532.42,2
2533.43,2
2533.68,2
2534.66,2
2535.45,2
2535.46,2
2536.11,2
2536.12,2
2536.21,2
2536.91,2
2536.92,2
2537.38,2
2537.83,2
2537.89,2
2537.93,2
2538.43,2
2538.6,2
2539.04,2
2539.08,2
2539.72,2
254.03,2
254.05,2
254.13,2
254.16,2
254.21,2
254.28,2
254.3,2
254.31,2
254.4,2
254.46,2
254.52,2
254.59,2
254.6,2
254.62,2
254.64,2
254.68,2
254.69,2
254.75,2
254.77,2
254.79,2
254.82,2
254.85,2
254.88,2
254.89,2
254.94,2
254.95,2
2541.57,2
2541.6,2
2541.73,2
2542.21,2
2543.06,2
2543.19,2
2543.35,2
2543.44,2
2543.7,2
2543.73,2
2544.97,2
2545.01,2
2545.06,2
2545.09,2
2545.34,2
2545.45,2
2545.54,2
2545.8,2
2545.94,2
2546.97,2
2547.23,2
2547.86,2
2548.17,2
2548.44,2
2548.75,2
2548.84,2
2548.96,2
2549.37,2
2549.79,2
255.04,2
255.06,2
255.08,2
255.1,2
255.11,2
255.21,2
255.25,2
255.27,2
255.28,2
255.39,2
255.42,2
255.51,2
255.53,2
255.55,2
255.62,2
255.64,2
255.67,2
255.69,2
255.71,2
255.76,2
255.78,2
255.81,2
255.83,2
255.86,2
255.9,2
255.91,2
255.92,2
255.94,2
255.99,2
2550.42,2
2550.94,2
2550.99,2
2551.02,2
2551.11,2
2551.55,2
2551.64,2
2551.92,2
2552.7,2
2552.89,2
2552.92,2
2553.01,2
2553.07,2
2553.15,2
2553.4,2
2553.7,2
2555.51,2
2555.64,2
2556.62,2
2556.9,2
2556.92,2
2557.44,2
2557.46,2
2557.53,2
2557.66,2
2557.82,2
2557.83,2
2557.98,2
2558.03,2
2559.76,2
256.06,2
256.14,2
256.17,2
256.23,2
256.25,2
256.29,2
256.3,2
256.33,2
256.53,2
256.54,2
256.55,2
256.7,2
256.73,2
256.8,2
256.86,2
256.9,2
256.91,2
256.96,2
2560.01,2
2560.63,2
2560.65,2
2560.7,2
2561.45,2
2561.61,2
2562.71,2
2562.73,2
2562.76,2
2563.14,2
2563.4,2
2563.56,2
2564.31,2
2564.41,2
2564.47,2
2564.69,2
2564.75,2
2565.3,2
2565.77,2
2565.82,2
2565.96,2
2567.46,2
2567.97,2
2568.26,2
2568.73,2
2568.96,2
2569.96,2
257.01,2
257.03,2
257.04,2
257.05,2
257.09,2
257.14,2
257.16,2
257.17,2
257.19,2
257.2,2
257.25,2
257.29,2
257.3,2
257.35,2
257.37,2
257.39,2
257.44,2
257.51,2
257.53,2
257.54,2
257.59,2
257.67,2
257.81,2
257.83,2
257.85,2
257.91,2
257.94,2
257.95,2
257.98,2
2570.56,2
2571.97,2
2572.14,2
2572.31,2
2573.06,2
2573.48,2
2573.8,2
2573.99,2
2574.59,2
2575.54,2
2575.62,2
2576.02,2
2577.49,2
2577.55,2
2577.6,2
2578.19,2
2578.64,2
2578.97,2
2579.17,2
258.01,2
258.02,2
258.07,2
258.18,2
258.25,2
258.31,2
258.32,2
258.36,2
258.42,2
258.45,2
258.53,2
258.55,2
258.57,2
258.62,2
258.66,2
258.72,2
258.76,2
258.79,2
258.8,2
258.81,2
258.86,2
258.92,2
258.95,2
258.96,2
258.98,2
258.99,2
2580.29,2
2580.33,2
2580.51,2
2581.23,2
2581.5,2
2581.63,2
2581.85,2
2582.35,2
2582.38,2
2582.96,2
2583.2,2
2583.56,2
2584.38,2
2584.59,2
2584.82,2
2584.96,2
2585.36,2
2585.84,2
2586.2,2
2586.21,2
2586.89,2
2588,2
2588.89,2
2589.1,2
2589.89,2
259.05,2
259.06,2
259.12,2
259.16,2
259.18,2
259.3,2
259.34,2
259.36,2
259.37,2
259.38,2
259.44,2
259.51,2
259.52,2
259.53,2
259.55,2
259.57,2
259.59,2
259.69,2
259.82,2
259.85,2
259.86,2
259.87,2
259.99,2
2591,2
2591.75,2
2592.46,2
2593.17,2
2593.47,2
2593.99,2
2594.14,2
2594.68,2
2594.79,2
2594.89,2
2595.18,2
2595.59,2
2596.37,2
2596.87,2
2597.42,2
2597.52,2
2598.07,2
2598.22,2
2598.33,2
2598.52,2
2598.59,2
2599.73,2
2599.8,2
2599.9,2
260.06,2
260.08,2
260.1,2
260.11,2
260.12,2
260.24,2
260.25,2
260.26,2
260.27,2
260.28,2
260.29,2
260.33,2
260.34,2
260.45,2
260.47,2
260.53,2
260.54,2
260.88,2
260.94,2
2600.12,2
2600.6,2
2601.88,2
2602.78,2
2603.1,2
2603.37,2
2603.43,2
2604.49,2
2604.6,2
2604.66,2
2605.32,2
2605.9,2
2607.07,2
2607.15,2
2607.23,2
2608.08,2
2609.17,2
2609.58,2
261.05,2
261.09,2
261.13,2
261.18,2
261.2,2
261.27,2
261.32,2
261.36,2
261.38,2
261.4,2
261.41,2
261.42,2
261.43,2
261.44,2
261.47,2
261.53,2
261.54,2
261.57,2
261.61,2
261.62,2
261.7,2
261.74,2
261.79,2
261.82,2
261.83,2
261.88,2
261.92,2
261.94,2
261.97,2
2610.31,2
2610.95,2
2610.96,2
2611.29,2
2612.65,2
2613.94,2
2614.36,2
2615.07,2
2615.48,2
2615.49,2
2616.05,2
2616.13,2
2616.14,2
2616.87,2
2617.23,2
2617.35,2
2617.74,2
2618.84,2
2619.01,2
2619.12,2
2619.73,2
2619.84,2
262,2
262.03,2
262.05,2
262.11,2
262.19,2
262.24,2
262.25,2
262.27,2
262.34,2
262.41,2
262.5,2
262.51,2
262.56,2
262.61,2
262.62,2
262.63,2
262.65,2
262.66,2
262.7,2
262.72,2
262.75,2
262.82,2
262.84,2
262.85,2
262.88,2
262.93,2
262.94,2
2620.1,2
2620.79,2
2621.22,2
2621.31,2
2621.36,2
2621.55,2
2622.2,2
2623.77,2
2623.86,2
2624.92,2
2624.97,2
2625.24,2
2626.07,2
2626.72,2
2626.8,2
2627.74,2
2628.05,2
2628.2,2
2628.73,2
263.03,2
263.05,2
263.07,2
263.14,2
263.19,2
263.27,2
263.29,2
263.32,2
263.33,2
263.38,2
263.4,2
263.41,2
263.44,2
263.51,2
263.54,2
263.59,2
263.6,2
263.64,2
263.65,2
263.74,2
263.76,2
263.86,2
263.89,2
263.91,2
263.93,2
263.99,2
2630.14,2
2631.7,2
2632.62,2
2633.34,2
2634.29,2
2634.32,2
2634.72,2
2634.98,2
2635.82,2
2635.97,2
2636.47,2
2636.53,2
2636.84,2
2637.91,2
2637.97,2
2638.53,2
2639.73,2
2639.94,2
264.01,2
264.07,2
264.09,2
264.1,2
264.14,2
264.17,2
264.21,2
264.25,2
264.27,2
264.31,2
264.37,2
264.38,2
264.41,2
264.45,2
264.49,2
264.5,2
264.51,2
264.58,2
264.59,2
264.63,2
264.64,2
264.65,2
264.72,2
264.73,2
264.77,2
264.78,2
264.82,2
264.95,2
2640.43,2
2641.09,2
2641.39,2
2641.97,2
2641.98,2
2642.33,2
2643.27,2
2644.18,2
2644.62,2
2646.9,2
2647.2,2
2648.32,2
2649.58,2
265.04,2
265.06,2
265.08,2
265.12,2
265.17,2
265.21,2
265.23,2
265.28,2
265.31,2
265.37,2
265.38,2
265.53,2
265.54,2
265.65,2
265.68,2
265.75,2
265.78,2
265.79,2
265.88,2
265.92,2
265.93,2
265.99,2
2650,2
2650.23,2
2650.64,2
2651.03,2
2651.23,2
2652.13,2
2652.29,2
2653.02,2
2653.77,2
2653.92,2
2654.48,2
2654.51,2
2654.85,2
2655.49,2
2655.51,2
2655.58,2
2655.66,2
2655.91,2
2656.02,2
2656.12,2
2656.72,2
2656.79,2
2657.46,2
2657.56,2
2658.12,2
2658.36,2
2658.39,2
2658.5,2
2659.01,2
2659.03,2
2659.07,2
2659.32,2
2659.89,2
266,2
266.02,2
266.03,2
266.07,2
266.08,2
266.09,2
266.13,2
266.16,2
266.17,2
266.18,2
266.19,2
266.25,2
266.28,2
266.3,2
266.34,2
266.35,2
266.38,2
266.48,2
266.52,2
266.63,2
266.66,2
266.72,2
266.73,2
266.74,2
266.76,2
266.78,2
266.79,2
266.95,2
2661.2,2
2662.26,2
2662.85,2
2662.99,2
2663.3,2
2663.73,2
2663.76,2
2664.1,2
2664.6,2
2665.46,2
2665.48,2
2665.67,2
2665.93,2
2666.15,2
2668,2
2668.21,2
2668.95,2
2669.22,2
2669.93,2
267.05,2
267.06,2
267.09,2
267.22,2
267.23,2
267.3,2
267.33,2
267.35,2
267.39,2
267.4,2
267.41,2
267.44,2
267.55,2
267.62,2
267.65,2
267.67,2
267.68,2
267.7,2
267.75,2
267.79,2
267.81,2
267.82,2
267.85,2
267.87,2
267.93,2
2670.96,2
2672.1,2
2672.45,2
2673.34,2
2673.49,2
2674.25,2
2675.35,2
2676.41,2
2677.36,2
2677.68,2
2678.31,2
2678.79,2
2679.04,2
2679.55,2
268.02,2
268.06,2
268.11,2
268.16,2
268.19,2
268.23,2
268.26,2
268.34,2
268.38,2
268.45,2
268.53,2
268.57,2
268.63,2
268.66,2
268.67,2
268.68,2
268.69,2
268.72,2
268.79,2
268.98,2
2680.12,2
2680.86,2
2681.41,2
2681.58,2
2681.75,2
2682.25,2
2682.37,2
2682.74,2
2683.02,2
2683.07,2
2683.33,2
2683.97,2
2684.42,2
2685.04,2
2685.93,2
2686.41,2
2687.29,2
2688.64,2
2688.85,2
2689.09,2
2689.6,2
2689.64,2
2689.9,2
269.01,2
269.04,2
269.11,2
269.14,2
269.21,2
269.25,2
269.26,2
269.34,2
269.4,2
269.42,2
269.46,2
269.5,2
269.51,2
269.55,2
269.59,2
269.65,2
269.68,2
269.71,2
269.72,2
