VSF,Count
223.82,1
223.83,1
223.84,1
223.86,1
223.87,1
223.88,1
223.9,1
223.95,1
223.96,1
223.98,1
2230,1
2230.06,1
2230.13,1
2230.16,1
2230.17,1
2230.2,1
2230.23,1
2230.25,1
2230.26,1
2230.28,1
2230.31,1
2230.34,1
2230.36,1
2230.47,1
2230.54,1
2230.61,1
2230.64,1
2230.67,1
2230.71,1
2230.78,1
2230.83,1
2230.84,1
2230.85,1
2230.89,1
2230.96,1
2230.97,1
2230.98,1
2231.04,1
2231.05,1
2231.07,1
2231.11,1
2231.16,1
2231.23,1
2231.24,1
2231.3,1
2231.31,1
2231.32,1
2231.38,1
2231.43,1
2231.45,1
2231.47,1
2231.5,1
2231.51,1
2231.59,1
2231.6,1
2231.61,1
2231.73,1
2231.74,1
2231.78,1
2231.8,1
2231.81,1
2232.01,1
2232.04,1
2232.1,1
2232.12,1
2232.27,1
2232.29,1
2232.33,1
2232.34,1
2232.38,1
2232.39,1
2232.42,1
2232.48,1
2232.51,1
2232.55,1
2232.6,1
2232.66,1
2232.67,1
2232.76,1
2232.77,1
2232.78,1
2232.83,1
2232.85,1
2232.89,1
2233.01,1
2233.04,1
2233.06,1
2233.13,1
2233.14,1
2233.17,1
2233.25,1
2233.27,1
2233.29,1
2233.51,1
2233.57,1
2233.6,1
2233.62,1
2233.65,1
2233.66,1
2233.67,1
2233.72,1
2233.73,1
2233.84,1
2233.88,1
2233.92,1
2233.95,1
2233.96,1
2233.98,1
2234.05,1
2234.07,1
2234.08,1
2234.1,1
2234.19,1
2234.22,1
2234.23,1
2234.24,1
2234.33,1
2234.34,1
2234.4,1
2234.43,1
2234.69,1
2234.72,1
2234.79,1
2234.81,1
2234.86,1
2234.9,1
2234.91,1
2234.92,1
2234.96,1
2234.97,1
2234.98,1
2235,1
2235.01,1
2235.02,1
2235.04,1
2235.11,1
2235.14,1
2235.16,1
2235.2,1
2235.21,1
2235.24,1
2235.29,1
2235.37,1
2235.45,1
2235.51,1
2235.52,1
2235.58,1
2235.59,1
2235.6,1
2235.66,1
2235.68,1
2235.73,1
2235.75,1
2235.79,1
2235.87,1
2235.9,1
2235.92,1
2235.94,1
2236.05,1
2236.07,1
2236.1,1
2236.12,1
2236.34,1
2236.36,1
2236.4,1
2236.41,1
2236.54,1
2236.55,1
2236.56,1
2236.59,1
2236.63,1
2236.65,1
2236.72,1
2236.79,1
2236.83,1
2236.88,1
2236.9,1
2237,1
2237.02,1
2237.05,1
2237.09,1
2237.11,1
2237.27,1
2237.3,1
2237.34,1
2237.35,1
2237.36,1
2237.47,1
2237.48,1
2237.52,1
2237.55,1
2237.63,1
2237.66,1
2237.68,1
2237.74,1
2237.75,1
2237.76,1
2237.83,1
2237.87,1
2237.89,1
2237.9,1
2237.91,1
2237.94,1
2237.98,1
2237.99,1
2238,1
2238.06,1
2238.08,1
2238.15,1
2238.19,1
2238.3,1
2238.37,1
2238.51,1
2238.6,1
2238.68,1
2238.73,1
2238.76,1
2238.81,1
2238.87,1
2238.89,1
2238.94,1
2238.98,1
2239.02,1
2239.13,1
2239.2,1
2239.22,1
2239.24,1
2239.28,1
2239.31,1
2239.38,1
2239.41,1
2239.43,1
2239.55,1
2239.61,1
2239.65,1
2239.66,1
2239.79,1
2239.8,1
2239.87,1
2239.89,1
2239.9,1
2239.99,1
224.04,1
224.05,1
224.07,1
224.12,1
224.17,1
224.19,1
224.2,1
224.23,1
224.25,1
224.29,1
224.33,1
224.38,1
224.41,1
224.42,1
224.48,1
224.51,1
224.54,1
224.55,1
224.56,1
224.63,1
224.69,1
224.7,1
224.76,1
224.77,1
224.79,1
224.8,1
224.81,1
224.83,1
224.85,1
224.86,1
224.9,1
224.95,1
224.97,1
224.98,1
224.99,1
2240,1
2240.08,1
2240.1,1
2240.12,1
2240.19,1
2240.22,1
2240.24,1
2240.26,1
2240.29,1
2240.3,1
2240.38,1
2240.48,1
2240.49,1
2240.5,1
2240.51,1
2240.52,1
2240.56,1
2240.72,1
2240.74,1
2240.78,1
2240.8,1
2240.83,1
2240.86,1
2240.93,1
2240.94,1
2240.96,1
2241.02,1
2241.05,1
2241.06,1
2241.16,1
2241.17,1
2241.22,1
2241.31,1
2241.35,1
2241.45,1
2241.5,1
2241.52,1
2241.59,1
2241.68,1
2241.73,1
2241.74,1
2241.79,1
2241.82,1
2241.83,1
2241.88,1
2241.93,1
2241.94,1
2241.97,1
2242.01,1
2242.04,1
2242.06,1
2242.07,1
2242.09,1
2242.1,1
2242.14,1
2242.2,1
2242.29,1
2242.3,1
2242.5,1
2242.57,1
2242.65,1
2242.67,1
2242.83,1
2242.86,1
2242.88,1
2242.89,1
2242.91,1
2242.98,1
2242.99,1
2243.04,1
2243.06,1
2243.09,1
2243.1,1
2243.13,1
2243.24,1
2243.3,1
2243.31,1
2243.33,1
2243.34,1
2243.35,1
2243.36,1
2243.37,1
2243.45,1
2243.48,1
2243.52,1
2243.53,1
2243.57,1
2243.58,1
2243.59,1
2243.6,1
2243.61,1
2243.65,1
2243.81,1
2243.83,1
2243.89,1
2244.03,1
2244.05,1
2244.1,1
2244.22,1
2244.31,1
2244.36,1
2244.53,1
2244.57,1
2244.68,1
2244.7,1
2244.75,1
2244.77,1
2244.88,1
2244.9,1
2244.93,1
2245.01,1
2245.03,1
2245.05,1
2245.06,1
2245.1,1
2245.15,1
2245.2,1
2245.22,1
2245.23,1
2245.25,1
2245.3,1
2245.31,1
2245.37,1
2245.41,1
2245.48,1
2245.51,1
2245.55,1
2245.61,1
2245.62,1
2245.63,1
2245.64,1
2245.65,1
2245.72,1
2245.73,1
2245.74,1
2245.76,1
2245.79,1
2245.91,1
2245.95,1
2245.97,1
2246,1
2246.01,1
2246.02,1
2246.03,1
2246.11,1
2246.16,1
2246.38,1
2246.51,1
2246.52,1
2246.58,1
2246.59,1
2246.62,1
2246.71,1
2246.74,1
2246.75,1
2246.77,1
2246.78,1
2246.79,1
2246.81,1
2246.91,1
2246.96,1
2247.03,1
2247.05,1
2247.09,1
2247.15,1
2247.25,1
2247.27,1
2247.29,1
2247.31,1
2247.35,1
2247.36,1
2247.41,1
2247.45,1
2247.49,1
2247.5,1
2247.56,1
2247.62,1
2247.63,1
2247.67,1
2247.75,1
2247.8,1
2247.81,1
2247.87,1
2247.89,1
2247.95,1
2247.99,1
2248.01,1
2248.03,1
2248.05,1
2248.14,1
2248.21,1
2248.28,1
2248.29,1
2248.3,1
2248.32,1
2248.42,1
2248.45,1
2248.46,1
2248.48,1
2248.52,1
2248.57,1
2248.6,1
2248.62,1
2248.68,1
2248.69,1
2248.7,1
2248.73,1
2248.77,1
2248.87,1
2248.98,1
2248.99,1
2249.01,1
2249.02,1
2249.09,1
2249.15,1
2249.17,1
2249.22,1
2249.25,1
2249.35,1
2249.52,1
2249.53,1
2249.56,1
2249.57,1
2249.58,1
2249.59,1
2249.63,1
2249.64,1
2249.68,1
2249.7,1
2249.73,1
2249.8,1
2249.85,1
2249.88,1
2249.91,1
2249.92,1
2249.97,1
2249.99,1
225,1
225.03,1
225.04,1
225.06,1
225.08,1
225.11,1
225.13,1
225.15,1
225.16,1
225.21,1
225.25,1
225.26,1
225.27,1
225.29,1
225.34,1
225.39,1
225.41,1
225.42,1
225.53,1
225.54,1
225.56,1
225.59,1
225.61,1
225.64,1
225.65,1
225.66,1
225.67,1
225.69,1
225.71,1
225.8,1
225.82,1
225.83,1
225.85,1
225.97,1
2250.09,1
2250.12,1
2250.14,1
2250.21,1
2250.23,1
2250.24,1
2250.4,1
2250.41,1
2250.43,1
2250.45,1
2250.49,1
2250.7,1
2250.76,1
2250.79,1
2250.86,1
2250.88,1
2250.98,1
2250.99,1
2251.04,1
2251.05,1
2251.07,1
2251.09,1
2251.12,1
2251.14,1
2251.21,1
2251.25,1
2251.31,1
2251.34,1
2251.36,1
2251.38,1
2251.45,1
2251.48,1
2251.5,1
2251.51,1
2251.58,1
2251.75,1
2251.77,1
2251.79,1
2251.83,1
2251.9,1
2252,1
2252.06,1
2252.07,1
2252.15,1
2252.17,1
2252.23,1
2252.29,1
2252.31,1
2252.36,1
2252.41,1
2252.46,1
2252.51,1
2252.61,1
2252.64,1
2252.65,1
2252.71,1
2252.72,1
2252.79,1
2252.85,1
2252.87,1
2252.93,1
2252.95,1
2252.98,1
2253.13,1
2253.19,1
2253.27,1
2253.45,1
2253.46,1
2253.52,1
2253.53,1
2253.57,1
2253.59,1
2253.73,1
2253.75,1
2253.77,1
2253.95,1
2254.01,1
2254.04,1
2254.08,1
2254.11,1
2254.13,1
2254.18,1
2254.35,1
2254.36,1
2254.37,1
2254.5,1
2254.52,1
2254.56,1
2254.59,1
2254.6,1
2254.66,1
2254.72,1
2254.76,1
2254.84,1
2254.88,1
2255.02,1
2255.11,1
2255.13,1
2255.17,1
2255.22,1
2255.24,1
2255.25,1
2255.26,1
2255.29,1
2255.31,1
2255.33,1
2255.43,1
2255.48,1
2255.51,1
2255.54,1
2255.68,1
2255.73,1
2255.74,1
2255.79,1
2255.82,1
2255.89,1
2255.91,1
2255.92,1
2255.93,1
2255.94,1
2255.97,1
2256,1
2256.01,1
2256.11,1
2256.22,1
2256.26,1
2256.38,1
2256.39,1
2256.43,1
2256.45,1
2256.46,1
2256.49,1
2256.51,1
2256.56,1
2256.58,1
2256.65,1
2256.67,1
2256.69,1
2256.75,1
2256.81,1
2256.83,1
2256.85,1
2256.92,1
2256.93,1
2256.97,1
2257.06,1
2257.08,1
2257.1,1
2257.14,1
2257.18,1
2257.22,1
2257.32,1
2257.34,1
2257.42,1
2257.43,1
2257.5,1
2257.53,1
2257.61,1
2257.68,1
2257.76,1
2257.81,1
2257.87,1
2257.93,1
2257.99,1
2258.1,1
2258.11,1
2258.17,1
2258.18,1
2258.2,1
2258.21,1
2258.22,1
2258.26,1
2258.27,1
2258.28,1
2258.3,1
2258.32,1
2258.41,1
2258.44,1
2258.46,1
2258.49,1
2258.5,1
2258.53,1
2258.59,1
2258.6,1
2258.61,1
2258.63,1
2258.67,1
2258.71,1
2258.75,1
2258.78,1
2258.79,1
2258.83,1
2258.84,1
2258.9,1
2258.94,1
2259.19,1
2259.22,1
2259.24,1
2259.28,1
2259.32,1
2259.37,1
2259.45,1
2259.48,1
2259.56,1
2259.59,1
2259.63,1
2259.66,1
2259.69,1
2259.7,1
2259.81,1
2259.83,1
2259.84,1
2259.95,1
226.06,1
226.13,1
226.14,1
226.15,1
226.17,1
226.21,1
226.23,1
226.26,1
226.27,1
226.29,1
226.31,1
226.34,1
226.36,1
226.38,1
226.42,1
226.44,1
226.57,1
226.61,1
226.67,1
226.69,1
226.73,1
226.74,1
226.78,1
226.86,1
226.89,1
226.9,1
226.92,1
226.93,1
226.99,1
2260.08,1
2260.18,1
2260.19,1
2260.29,1
2260.3,1
2260.31,1
2260.45,1
2260.51,1
2260.53,1
2260.54,1
2260.65,1
2260.77,1
2260.78,1
2260.89,1
2260.93,1
2260.97,1
2260.98,1
2261.08,1
2261.12,1
2261.13,1
2261.26,1
2261.34,1
2261.44,1
2261.46,1
2261.49,1
2261.5,1
2261.52,1
2261.58,1
2261.64,1
2261.66,1
2261.67,1
2261.83,1
2261.87,1
2261.92,1
2261.97,1
2261.98,1
2262.16,1
2262.2,1
2262.21,1
2262.29,1
2262.34,1
2262.36,1
2262.38,1
2262.42,1
2262.45,1
2262.5,1
2262.53,1
2262.61,1
2262.65,1
2262.66,1
2262.76,1
2262.82,1
2262.84,1
2262.85,1
2262.9,1
2262.91,1
2262.92,1
2263.03,1
2263.14,1
2263.22,1
2263.34,1
2263.54,1
2263.58,1
2263.59,1
2263.62,1
2263.64,1
2263.67,1
2263.71,1
2263.72,1
2263.73,1
2263.77,1
2263.78,1
2263.81,1
2263.84,1
2263.95,1
2263.98,1
2264.02,1
2264.03,1
2264.07,1
2264.1,1
2264.11,1
2264.19,1
2264.2,1
2264.22,1
2264.25,1
2264.33,1
2264.44,1
2264.47,1
2264.52,1
2264.53,1
2264.54,1
2264.58,1
2264.65,1
2264.7,1
2264.76,1
2264.82,1
2264.9,1
2264.92,1
2264.96,1
2265.08,1
2265.23,1
2265.32,1
2265.39,1
2265.42,1
2265.43,1
2265.44,1
2265.5,1
2265.54,1
2265.55,1
2265.57,1
2265.6,1
2265.68,1
2265.75,1
2265.78,1
2265.85,1
2265.86,1
2265.95,1
2266.05,1
2266.07,1
2266.1,1
2266.11,1
2266.12,1
2266.17,1
2266.21,1
2266.22,1
2266.28,1
2266.29,1
2266.34,1
2266.41,1
2266.53,1
2266.58,1
2266.6,1
2266.66,1
2266.69,1
2266.76,1
2266.77,1
2266.81,1
2266.87,1
2266.89,1
2266.9,1
2266.92,1
2266.94,1
2267.02,1
2267.07,1
2267.16,1
2267.17,1
2267.18,1
2267.19,1
2267.34,1
2267.35,1
2267.37,1
2267.4,1
2267.45,1
2267.46,1
2267.51,1
2267.55,1
2267.58,1
2267.59,1
2267.6,1
2267.64,1
2267.67,1
2267.74,1
2267.76,1
2267.81,1
2267.83,1
2267.84,1
2267.87,1
2267.89,1
2267.9,1
2267.91,1
2267.96,1
2268.01,1
2268.03,1
2268.05,1
2268.15,1
2268.17,1
2268.21,1
2268.23,1
2268.24,1
2268.28,1
2268.33,1
2268.42,1
2268.46,1
2268.48,1
2268.58,1
2268.6,1
2268.69,1
2268.7,1
2268.72,1
2268.76,1
2268.79,1
2268.8,1
2268.82,1
2268.83,1
2268.88,1
2268.89,1
2268.9,1
2268.91,1
2268.92,1
2268.98,1
2269,1
2269.08,1
2269.19,1
2269.2,1
2269.39,1
2269.43,1
2269.47,1
2269.62,1
2269.69,1
2269.74,1
2269.9,1
2269.91,1
227.02,1
227.03,1
227.08,1
227.09,1
227.11,1
227.13,1
227.14,1
227.15,1
227.18,1
227.19,1
227.24,1
227.25,1
227.26,1
227.28,1
227.34,1
227.36,1
227.39,1
227.43,1
227.44,1
227.45,1
227.5,1
227.68,1
227.7,1
227.72,1
227.79,1
227.81,1
227.89,1
227.9,1
227.93,1
227.94,1
227.96,1
227.97,1
227.98,1
2270.04,1
2270.05,1
2270.1,1
2270.18,1
2270.2,1
2270.26,1
2270.28,1
2270.34,1
2270.37,1
2270.43,1
2270.47,1
2270.48,1
2270.5,1
2270.55,1
2270.56,1
2270.58,1
2270.62,1
2270.63,1
2270.65,1
2270.67,1
2270.71,1
2270.78,1
2270.79,1
2270.85,1
2270.86,1
2270.89,1
2271.03,1
2271.04,1
2271.21,1
2271.22,1
2271.23,1
2271.33,1
2271.35,1
2271.38,1
2271.4,1
2271.42,1
2271.43,1
2271.48,1
2271.54,1
2271.57,1
2271.62,1
2271.66,1
2271.74,1
2271.81,1
2271.88,1
2271.93,1
2271.97,1
2271.98,1
2272.01,1
2272.02,1
2272.08,1
2272.12,1
2272.18,1
2272.29,1
2272.35,1
2272.4,1
2272.41,1
2272.43,1
2272.48,1
2272.74,1
2272.85,1
2272.95,1
2272.97,1
2273.01,1
2273.03,1
2273.04,1
2273.06,1
2273.11,1
2273.13,1
2273.16,1
2273.18,1
2273.25,1
2273.29,1
2273.32,1
2273.46,1
2273.55,1
2273.62,1
2273.73,1
2273.77,1
2273.78,1
2273.8,1
2273.83,1
2273.84,1
2273.86,1
2273.87,1
2273.93,1
2273.94,1
2273.99,1
2274.02,1
2274.04,1
2274.12,1
2274.15,1
2274.2,1
2274.22,1
2274.29,1
2274.3,1
2274.32,1
2274.36,1
2274.38,1
2274.41,1
2274.48,1
2274.54,1
2274.57,1
2274.68,1
2274.74,1
2274.79,1
2274.94,1
2274.99,1
2275.01,1
2275.02,1
2275.26,1
2275.28,1
2275.29,1
2275.32,1
2275.35,1
2275.37,1
2275.39,1
2275.4,1
2275.42,1
2275.43,1
2275.47,1
2275.51,1
2275.56,1
2275.59,1
2275.65,1
2275.67,1
2275.7,1
2275.74,1
2275.75,1
2275.78,1
2275.87,1
2275.92,1
2275.94,1
2275.96,1
2275.98,1
2276,1
2276.03,1
2276.12,1
2276.16,1
2276.19,1
2276.2,1
2276.24,1
2276.29,1
2276.35,1
2276.36,1
2276.37,1
2276.4,1
2276.41,1
2276.42,1
2276.43,1
2276.47,1
2276.55,1
2276.56,1
2276.6,1
2276.66,1
2276.76,1
2276.83,1
2276.91,1
2276.94,1
2276.98,1
2277,1
2277.01,1
2277.02,1
2277.16,1
2277.2,1
2277.28,1
2277.3,1
2277.33,1
2277.35,1
2277.41,1
2277.44,1
2277.46,1
2277.55,1
2277.59,1
2277.63,1
2277.68,1
2277.69,1
2277.7,1
2277.71,1
2277.72,1
2277.73,1
2277.76,1
2277.8,1
2277.83,1
2277.92,1
2277.93,1
2277.97,1
2278.03,1
2278.14,1
2278.16,1
2278.19,1
2278.24,1
2278.32,1
2278.39,1
2278.4,1
2278.41,1
2278.43,1
2278.52,1
2278.56,1
2278.57,1
2278.59,1
2278.61,1
2278.67,1
2278.68,1
2278.76,1
2278.79,1
2278.82,1
2278.98,1
2279.02,1
2279.07,1
2279.1,1
2279.15,1
2279.19,1
2279.29,1
2279.3,1
2279.34,1
2279.35,1
2279.44,1
2279.47,1
2279.51,1
2279.56,1
2279.57,1
2279.66,1
2279.72,1
2279.78,1
2279.81,1
2279.82,1
2279.86,1
2279.89,1
2279.99,1
228,1
228.07,1
228.12,1
228.14,1
228.17,1
228.2,1
228.22,1
228.25,1
228.27,1
228.3,1
228.32,1
228.33,1
228.41,1
228.46,1
228.47,1
228.5,1
228.54,1
228.55,1
228.58,1
228.63,1
228.69,1
228.71,1
228.77,1
228.79,1
228.85,1
228.88,1
2280.02,1
2280.05,1
2280.06,1
2280.08,1
2280.1,1
2280.11,1
2280.12,1
2280.16,1
2280.17,1
2280.22,1
2280.23,1
2280.28,1
2280.29,1
2280.39,1
2280.42,1
2280.43,1
2280.45,1
2280.49,1
2280.51,1
2280.54,1
2280.57,1
2280.71,1
2280.82,1
2280.84,1
2280.93,1
2281.04,1
2281.06,1
2281.07,1
2281.12,1
2281.14,1
2281.24,1
2281.29,1
2281.34,1
2281.38,1
2281.47,1
2281.48,1
2281.49,1
2281.55,1
2281.62,1
2281.66,1
2281.68,1
2281.75,1
2281.83,1
2281.84,1
2281.86,1
2281.95,1
2281.96,1
2281.98,1
2281.99,1
2282.08,1
2282.09,1
2282.1,1
2282.12,1
2282.13,1
2282.14,1
2282.16,1
2282.26,1
2282.27,1
2282.28,1
2282.5,1
2282.51,1
2282.54,1
2282.56,1
2282.57,1
2282.58,1
2282.63,1
2282.67,1
2282.68,1
2282.76,1
2282.78,1
2282.83,1
2282.87,1
2282.9,1
2282.97,1
2283.03,1
2283.04,1
2283.11,1
2283.2,1
2283.24,1
2283.31,1
2283.34,1
2283.49,1
2283.52,1
2283.56,1
2283.57,1
2283.59,1
2283.67,1
2283.7,1
2283.75,1
2283.76,1
2283.81,1
2283.82,1
2283.83,1
2283.84,1
2283.88,1
2283.89,1
2284.02,1
2284.04,1
2284.08,1
2284.1,1
2284.14,1
2284.16,1
2284.19,1
2284.21,1
2284.22,1
2284.4,1
2284.43,1
2284.45,1
2284.47,1
2284.58,1
2284.59,1
2284.61,1
2284.63,1
2284.73,1
2284.77,1
2284.84,1
2284.9,1
2284.91,1
2284.96,1
2284.97,1
2285,1
2285.08,1
2285.15,1
2285.18,1
2285.19,1
2285.2,1
2285.24,1
2285.27,1
2285.34,1
2285.35,1
2285.38,1
2285.45,1
2285.52,1
2285.53,1
2285.58,1
2285.66,1
2285.74,1
2285.77,1
2285.79,1
2285.91,1
2285.92,1
2285.97,1
2285.98,1
2286,1
2286.02,1
2286.03,1
2286.04,1
2286.08,1
2286.09,1
2286.1,1
2286.25,1
2286.27,1
2286.28,1
2286.35,1
2286.45,1
2286.46,1
2286.51,1
2286.64,1
2286.65,1
2286.67,1
2286.68,1
2286.73,1
2286.84,1
2286.88,1
2286.89,1
2286.9,1
2287,1
2287.01,1
2287.04,1
2287.13,1
2287.24,1
2287.26,1
2287.31,1
2287.34,1
2287.37,1
2287.39,1
2287.5,1
2287.52,1
2287.54,1
2287.56,1
2287.58,1
2287.63,1
2287.81,1
2287.84,1
2287.95,1
2287.98,1
2287.99,1
2288.09,1
2288.1,1
2288.11,1
2288.13,1
2288.18,1
2288.21,1
2288.25,1
2288.28,1
2288.29,1
2288.3,1
2288.31,1
2288.35,1
2288.36,1
2288.44,1
2288.48,1
2288.51,1
2288.52,1
2288.57,1
2288.66,1
2288.7,1
2288.71,1
2288.73,1
2288.75,1
2288.77,1
2288.78,1
2288.82,1
2288.85,1
2288.86,1
2288.88,1
2288.9,1
2288.91,1
2288.97,1
2289,1
2289.08,1
2289.17,1
2289.19,1
2289.24,1
2289.25,1
2289.29,1
2289.32,1
2289.38,1
2289.39,1
2289.41,1
2289.44,1
2289.5,1
2289.56,1
2289.57,1
2289.6,1
2289.61,1
2289.62,1
2289.64,1
2289.69,1
2289.76,1
2289.81,1
2289.83,1
2289.89,1
2289.91,1
2289.96,1
229.02,1
229.05,1
229.06,1
229.1,1
229.12,1
229.14,1
229.17,1
229.21,1
229.23,1
229.26,1
229.28,1
229.31,1
229.32,1
229.33,1
229.4,1
229.44,1
229.45,1
229.47,1
229.48,1
229.49,1
229.5,1
229.53,1
229.64,1
229.66,1
229.68,1
229.71,1
229.75,1
229.76,1
229.77,1
229.78,1
229.8,1
229.83,1
229.89,1
229.95,1
229.99,1
2290.02,1
2290.03,1
2290.05,1
2290.12,1
2290.15,1
2290.26,1
2290.33,1
2290.35,1
2290.38,1
2290.45,1
2290.46,1
2290.47,1
2290.48,1
2290.59,1
2290.62,1
2290.67,1
2290.7,1
2290.71,1
2290.75,1
2290.76,1
2290.91,1
2290.93,1
2291,1
2291.1,1
2291.2,1
2291.33,1
2291.36,1
2291.37,1
2291.39,1
2291.43,1
2291.48,1
2291.49,1
2291.51,1
2291.53,1
2291.56,1
2291.7,1
2291.74,1
2291.81,1
2291.84,1
2291.89,1
2291.92,1
2291.97,1
2292.03,1
2292.06,1
2292.09,1
2292.12,1
2292.26,1
2292.32,1
2292.37,1
2292.38,1
2292.47,1
2292.5,1
2292.62,1
2292.69,1
2292.71,1
2292.74,1
2292.81,1
2292.82,1
2292.88,1
2292.89,1
2292.94,1
2292.97,1
2292.98,1
2293.01,1
2293.05,1
2293.11,1
2293.16,1
2293.19,1
2293.27,1
2293.3,1
2293.31,1
2293.38,1
2293.43,1
2293.45,1
2293.49,1
2293.51,1
2293.56,1
2293.58,1
2293.63,1
2293.74,1
2293.78,1
2293.82,1
2293.85,1
2293.86,1
2293.87,1
2293.95,1
2293.97,1
2294.03,1
2294.24,1
2294.25,1
2294.42,1
2294.44,1
2294.52,1
2294.73,1
2294.77,1
2294.79,1
2294.85,1
2294.91,1
2295.06,1
2295.09,1
2295.2,1
2295.22,1
2295.27,1
2295.38,1
2295.39,1
2295.42,1
2295.44,1
2295.47,1
2295.53,1
2295.56,1
2295.58,1
2295.6,1
2295.63,1
2295.64,1
2295.73,1
2295.8,1
2295.82,1
2295.83,1
2295.88,1
2295.9,1
2295.93,1
2295.94,1
2295.98,1
2296.02,1
2296.03,1
2296.05,1
2296.11,1
2296.13,1
2296.14,1
2296.17,1
2296.23,1
2296.28,1
2296.29,1
2296.38,1
2296.43,1
2296.44,1
2296.52,1
2296.64,1
2296.65,1
2296.66,1
2296.71,1
2296.72,1
2296.74,1
2296.84,1
2296.89,1
2296.9,1
2296.95,1
2297,1
2297.07,1
2297.09,1
2297.15,1
2297.18,1
2297.22,1
2297.23,1
2297.24,1
2297.25,1
2297.28,1
2297.32,1
2297.34,1
2297.36,1
2297.38,1
2297.45,1
2297.48,1
2297.49,1
2297.53,1
2297.62,1
2297.65,1
2297.67,1
2297.7,1
2297.76,1
2297.77,1
2297.82,1
2297.83,1
2297.9,1
2297.95,1
2297.97,1
2297.98,1
2298.07,1
2298.11,1
2298.17,1
2298.25,1
2298.26,1
2298.3,1
2298.32,1
2298.38,1
2298.39,1
2298.4,1
2298.59,1
2298.64,1
2298.69,1
2298.7,1
2298.75,1
2298.76,1
2298.77,1
2298.78,1
2298.81,1
2298.88,1
2298.9,1
2298.96,1
2298.99,1
2299.02,1
2299.07,1
2299.08,1
2299.1,1
2299.12,1
2299.22,1
2299.23,1
2299.24,1
2299.26,1
2299.33,1
2299.36,1
2299.39,1
2299.55,1
2299.57,1
2299.61,1
2299.63,1
2299.65,1
2299.67,1
2299.7,1
2299.73,1
2299.86,1
2299.91,1
2299.92,1
230,1
230.03,1
230.08,1
230.11,1
230.12,1
230.23,1
230.27,1
230.28,1
230.33,1
230.36,1
230.38,1
230.4,1
230.45,1
230.47,1
230.5,1
230.52,1
230.53,1
230.54,1
230.58,1
230.66,1
230.71,1
230.72,1
230.74,1
230.75,1
230.76,1
230.78,1
230.85,1
230.91,1
230.95,1
230.97,1
230.99,1
2300,1
2300.06,1
2300.07,1
2300.08,1
2300.09,1
2300.11,1
2300.13,1
2300.14,1
2300.19,1
2300.28,1
2300.39,1
2300.41,1
2300.5,1
2300.53,1
2300.59,1
2300.7,1
2300.75,1
2300.77,1
2300.81,1
2300.88,1
2300.96,1
2301,1
2301.04,1
2301.06,1
2301.12,1
2301.15,1
2301.16,1
2301.26,1
2301.27,1
2301.31,1
2301.32,1
2301.35,1
2301.36,1
2301.4,1
2301.54,1
2301.65,1
2301.77,1
2301.88,1
2301.91,1
2301.93,1
2301.98,1
2302,1
2302.01,1
2302.04,1
2302.05,1
2302.12,1
2302.17,1
2302.19,1
2302.2,1
2302.22,1
2302.26,1
2302.27,1
2302.3,1
2302.35,1
2302.36,1
2302.4,1
2302.46,1
2302.5,1
2302.6,1
2302.62,1
2302.71,1
2302.73,1
2302.74,1
2302.77,1
2302.79,1
2302.8,1
2302.81,1
2302.85,1
2302.89,1
2302.9,1
2302.93,1
2302.95,1
2303.02,1
2303.05,1
2303.06,1
2303.07,1
2303.11,1
2303.12,1
2303.15,1
2303.17,1
2303.23,1
2303.25,1
2303.27,1
2303.3,1
2303.31,1
2303.32,1
2303.33,1
2303.38,1
2303.39,1
2303.43,1
2303.44,1
2303.48,1
2303.52,1
2303.54,1
2303.58,1
2303.59,1
2303.65,1
2303.67,1
2303.8,1
2303.81,1
2303.82,1
2303.86,1
2304.02,1
2304.06,1
2304.08,1
2304.09,1
2304.11,1
2304.15,1
2304.16,1
2304.19,1
2304.26,1
2304.35,1
2304.36,1
2304.39,1
2304.4,1
2304.46,1
2304.48,1
2304.49,1
2304.55,1
2304.65,1
2304.77,1
2304.82,1
2304.89,1
2304.9,1
2304.97,1
2305.04,1
2305.05,1
2305.08,1
2305.12,1
2305.16,1
2305.23,1
2305.24,1
2305.26,1
2305.28,1
2305.3,1
2305.32,1
2305.4,1
2305.42,1
2305.46,1
2305.49,1
2305.51,1
2305.53,1
2305.58,1
2305.59,1
2305.6,1
2305.66,1
2305.67,1
2305.69,1
2305.7,1
2305.71,1
2305.77,1
2305.81,1
2305.83,1
2305.86,1
2305.9,1
2305.92,1
2305.93,1
2305.94,1
2305.98,1
2305.99,1
2306.01,1
2306.03,1
2306.11,1
2306.12,1
2306.14,1
2306.15,1
2306.22,1
2306.23,1
2306.33,1
2306.39,1
2306.41,1
2306.46,1
2306.51,1
2306.52,1
2306.59,1
2306.6,1
2306.62,1
2306.64,1
2306.66,1
2306.68,1
2306.69,1
2306.7,1
2306.78,1
2306.91,1
2306.93,1
2306.98,1
2307,1
2307.02,1
2307.03,1
2307.07,1
2307.09,1
2307.15,1
2307.19,1
2307.21,1
2307.29,1
2307.3,1
2307.33,1
2307.41,1
2307.44,1
2307.45,1
2307.47,1
2307.5,1
2307.52,1
2307.53,1
2307.57,1
2307.58,1
2307.61,1
2307.63,1
2307.67,1
2307.68,1
2307.7,1
2307.81,1
2307.91,1
2307.94,1
